'188', '0', '187', '1149', '247', '5', '143', '5', '80', '5', '56', '6', '68', '1149', '90', '1149', '75', '162', '85', '5'
'80', '0', '78', '5', '70', '5', '73', '5', '97', '5', '206', '5', '137', '4', '197', '0', '124', '0', '196', '5'
'74', '0', '70', '67', '67', '5', '72', '5', '100', '5', '203', '5', '138', '148', '137', '5', '128', '0', '209', '4'
'74', '0', '55', '64', '57', '5', '65', '5', '97', '136', '204', '5', '206', '4', '181', '5', '132', '0', '231', '5'
